Item_Name,Stock_A_Count,Stock_B_Count,Stock_C_Count,Sales_A_Count,Sales_B_Count,Sales_C_Count,Stock_Turnover,Category,Suggested_Action
Designer Knob,131,56,78,131,66,68,360.0,Frequent-C,Review Strategy
Designer Knob,131,56,78,131,66,68,200.0,Moderate,Maintain Stock - Balanced Turnover
Designer Knob,131,56,78,131,66,68,538.1876222093741,Frequent-C,Review Strategy
Designer Knob,131,56,78,131,66,68,538.1876222093741,Frequent-C,Review Strategy
Designer Knob,131,56,78,131,66,68,538.1876222093741,Frequent-C,Review Strategy
Designer Knob,131,56,78,131,66,68,538.1876222093741,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,794.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,740.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,795.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,668.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,714.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,913.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,876.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,973.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,999.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,775.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,960.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,547.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,743.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,808.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,807.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,692.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,855.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,982.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,559.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,797.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,868.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,950.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,973.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,845.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,708.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,947.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,814.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,968.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,752.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,764.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,693.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,834.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,917.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,741.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,896.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,743.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,766.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,559.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,622.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,895.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,602.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,628.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,870.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,872.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,940.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,891.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,775.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,897.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,529.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,830.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,869.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,575.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,698.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,538.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,705.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,550.3627090983272,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,550.3627090983272,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,592.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,327.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,599.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,593.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,862.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,782.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,659.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,568.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,634.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,514.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,550.3627090983272,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,701.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,911.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,572.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,238.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,397.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,519.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,724.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,604.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,441.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,644.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,556.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,351.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,601.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,971.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,710.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,772.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,921.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,576.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,801.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,527.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,377.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,393.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,585.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,424.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,984.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,824.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,469.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,442.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,335.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,799.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,495.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,403.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,306.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,996.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,848.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,376.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,509.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,571.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,682.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,363.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,220.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,434.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,655.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,433.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,325.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,448.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,988.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,322.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,366.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,973.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,315.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,523.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,666.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,443.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,240.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,550.3627090983272,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,477.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,484.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,330.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,263.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,879.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,776.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,538.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,554.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,221.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,269.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,364.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,917.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,383.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,715.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,382.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,514.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,259.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,244.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,365.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,294.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,451.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,415.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,766.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,308.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,221.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,287.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,640.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,169.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,290.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,785.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,388.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,440.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,212.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,263.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,622.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,219.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,601.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,396.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,507.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,517.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,978.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,507.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,390.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,283.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,301.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,170.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,464.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,530.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,837.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,211.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,153.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,740.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,465.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,214.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,259.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,571.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,294.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,626.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,102.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,648.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,360.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,405.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,612.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,737.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,992.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,223.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,404.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,550.3627090983272,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,467.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,514.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,544.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,205.5,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,195.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,103.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,331.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,284.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,70.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,103.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,134.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,103.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,528.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,609.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,345.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,277.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,308.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,894.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,550.3627090983272,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,75.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,703.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,623.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,144.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,371.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,424.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,375.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,120.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,843.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,129.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,649.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,118.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,95.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,612.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,609.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,293.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,101.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,919.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,232.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,781.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,913.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,863.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,859.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,101.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,319.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,88.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,93.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,378.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,199.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,484.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,340.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,454.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,116.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,236.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,54.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,170.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,600.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,175.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,80.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,828.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,351.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,765.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,203.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,477.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,219.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,205.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,405.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,273.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,978.0,Frequent-A,Review Strategy
Cross Knob,142,77,66,153,61,71,65.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,263.0,Understock,Urgent Restock Needed
Cross Knob,142,77,66,153,61,71,496.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,542.0,Frequent-C,Review Strategy
Cross Knob,142,77,66,153,61,71,81.0,Understock,Urgent Restock Needed
Gold Plated Handle,108,69,52,122,55,52,1467.375,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,908.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,876.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,858.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,1467.375,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,890.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,964.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,714.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,998.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,874.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,847.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,871.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,955.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,851.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,893.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,880.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,552.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,815.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,955.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,956.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,794.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,749.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,713.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,747.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,843.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,510.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,746.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,706.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,609.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,825.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,874.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,930.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,467.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,853.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,790.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,941.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,948.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,868.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,920.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,622.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,779.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,549.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,952.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,746.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,983.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,440.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,761.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,290.0,Understock,Urgent Restock Needed
Gold Plated Handle,108,69,52,122,55,52,609.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,822.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,279.0,Understock,Urgent Restock Needed
Gold Plated Handle,108,69,52,122,55,52,602.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,373.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,668.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,760.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,492.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,531.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,679.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,662.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,809.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,499.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,761.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,978.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,967.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,666.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,655.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,983.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,440.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,550.3627090983272,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,619.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,887.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,653.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,871.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,1467.375,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,673.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,564.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,523.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,882.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,624.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,578.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,872.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,435.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,523.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,495.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,773.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,715.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,467.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,720.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,853.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,772.0,Frequent-A,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,599.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,411.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,764.0,Frequent-C,Review Strategy
Gold Plated Handle,108,69,52,122,55,52,531.0,Frequent-C,Review Strategy
